uuid,events
01f00336-4515-4dbc-8576-d0ddbd5a2adc,"[""sending-off"", ""foul"", ""foul"", ""foul"", ""score"", ""foul""]"
d04f83bd-bf09-41ad-8aa1-574722fcf9e5,"[""caution"", ""foul"", ""score"", ""sending-off"", ""foul"", ""caution""]"
91e998c0-1fce-490d-b0d9-6aea34ace245,"[""sending-off"", ""foul"", ""sending-off"", ""sending-off"", ""sending-off"", ""sending-off""]"
bb0604a1-76f5-4a0c-ab5a-9be1c148fa90,"[""caution"", ""caution"", ""substitution"", ""foul"", ""foul"", ""substitution""]"
a4b84098-6819-45fe-8650-6466d2d3fcb5,"[""substitution"", ""sending-off"", ""caution"", ""sending-off""]"
192c0d5b-6f81-47a7-802d-016da8e0e1d1,"[""score"", ""foul"", ""caution"", ""substitution"", ""caution"", ""sending-off""]"
4f548ce6-efd4-44b6-aa88-c479ac9f9a9e,"[""substitution"", ""score"", ""sending-off"", ""caution""]"
111c2098-990c-44c0-95a1-0bf70789b6cf,"[""caution"", ""caution"", ""caution""]"
88cef44e-e2a5-4b69-a5b2-66e8c7e5f69d,"[""substitution"", ""caution"", ""score"", ""substitution"", ""foul"", ""foul""]"
41aff8c2-9d4d-427a-a517-0a153bed65b4,"[""substitution"", ""caution"", ""score""]"
9d0fcb09-c813-4d2e-8696-e1370b0e80c9,"[""score"", ""foul"", ""substitution""]"
0991a363-64cb-40f5-83c1-3fee8e0e70e9,"[""caution"", ""foul"", ""score"", ""substitution""]"
8c91da9b-66a1-47e5-b068-89ca620578a6,"[""sending-off"", ""score"", ""foul""]"
9868d0f2-642b-4e2c-8fde-3dbcc43152de,"[""foul"", ""foul"", ""foul"", ""caution""]"
b517aa8a-4d9e-411c-9760-45d5d06a1708,"[""substitution"", ""score"", ""score"", ""sending-off"", ""score""]"
b348264a-5b4a-4a52-b595-f19724bd778e,"[""score"", ""caution"", ""caution"", ""score"", ""sending-off"", ""caution""]"
fcc5ad10-4d08-4c8f-a9ca-0c0a9eeb8581,"[""foul"", ""caution"", ""substitution"", ""caution"", ""foul""]"
6bdf3bbe-b53b-41e3-9701-a6b5fdddac3b,"[""sending-off"", ""substitution"", ""foul"", ""substitution"", ""sending-off"", ""score""]"
d13f058b-5a01-4b65-9c0b-317eacdaa58b,"[""sending-off"", ""foul"", ""substitution"", ""score"", ""foul"", ""caution""]"
7b2bcb20-65bd-4bd0-8233-507febc46c6a,"[""foul"", ""caution"", ""caution"", ""substitution""]"
8dead79c-61eb-41cc-b8f6-0a96ad4e99c8,"[""substitution"", ""score"", ""sending-off"", ""sending-off"", ""sending-off"", ""substitution""]"
ff073e5d-b934-4166-9480-b8bc7b136cd9,"[""caution"", ""score"", ""caution"", ""score"", ""sending-off""]"
08c95e4f-ea53-4634-acca-6342083a6070,"[""substitution"", ""score"", ""score""]"
62042cc6-fd54-4c92-bbdb-b079809c304c,"[""score"", ""foul"", ""caution"", ""score""]"
1662a67c-91a2-47df-a72b-2f0de93ac3fc,"[""substitution"", ""substitution"", ""score""]"
8d08422e-0aea-4d57-8cad-dff6e5618693,"[""caution"", ""caution"", ""score"", ""substitution"", ""caution"", ""sending-off""]"
7a12a413-b68d-4fa4-9600-e74adac6ebdc,"[""caution"", ""substitution"", ""score""]"
7e4c1a69-6700-402f-bcd8-5c2551e3b280,"[""substitution"", ""sending-off"", ""caution"", ""foul"", ""foul"", ""score""]"
f003408d-8aa2-42a4-a18b-79afde7de16c,"[""substitution"", ""caution"", ""caution""]"
07186cd3-eb70-4aae-a779-e1a3c98a19df,"[""sending-off"", ""score"", ""substitution"", ""score"", ""substitution""]"
5d364bba-f71b-4c01-b556-546f980d68d5,"[""caution"", ""caution"", ""foul"", ""caution"", ""sending-off""]"
aa65ab43-6130-45ce-bbb0-f940c92baa12,"[""caution"", ""substitution"", ""caution"", ""sending-off""]"
ce72a9e4-b007-4221-a5a7-4a6ca7bc5ef4,"[""caution"", ""score"", ""substitution"", ""substitution"", ""sending-off"", ""substitution""]"
b7374018-6e48-4b42-bbac-279569353ae4,"[""caution"", ""sending-off"", ""score""]"
f009dbe6-c171-496e-a887-2ce87e21d6aa,"[""score"", ""foul"", ""caution"", ""sending-off"", ""caution""]"
13576c11-9ae7-402e-986e-adc6501bdf60,"[""substitution"", ""sending-off"", ""sending-off"", ""foul"", ""substitution""]"
8f5a079e-3640-4403-93d5-dda44e42e9e1,"[""foul"", ""foul"", ""substitution""]"
5e09c0a7-3521-4b80-b48d-94f0fe13d304,"[""score"", ""substitution"", ""sending-off"", ""substitution"", ""foul"", ""score""]"
d41d413e-0315-4a21-8093-195199f1c5a3,"[""score"", ""foul"", ""substitution""]"
89c989ff-6179-4da6-89e3-aa60f958f0f5,"[""score"", ""substitution"", ""substitution"", ""score"", ""sending-off"", ""caution""]"
bc6d9b28-76d3-4cc8-b2fa-07bf28b5dcfe,"[""substitution"", ""sending-off"", ""score"", ""substitution"", ""foul""]"
fea448ce-bc80-4a32-84ff-797decfd9e61,"[""foul"", ""caution"", ""substitution""]"
ed04f9c9-c33c-4cd3-96f5-d748a60bc5ff,"[""substitution"", ""foul"", ""caution"", ""sending-off""]"
32461f0c-be97-48d7-a90f-557588402ea6,"[""caution"", ""substitution"", ""foul"", ""caution""]"
eb781d82-368f-40df-93b5-d1375e18c97d,"[""substitution"", ""substitution"", ""foul""]"
778cd57a-6048-4d46-a64b-c5d9072c8d1d,"[""score"", ""substitution"", ""caution""]"
c6c69d01-0744-4435-bd96-62e83de36a0f,"[""sending-off"", ""sending-off"", ""foul""]"
3f9f18d4-f6b0-42aa-9d18-9f6156f23732,"[""sending-off"", ""caution"", ""foul""]"
eb995fea-dcc4-49d8-94bd-5bf518fb7ec5,"[""caution"", ""foul"", ""sending-off""]"
c4f4b1a2-ea2f-460f-a98a-cb34a87b272d,"[""substitution"", ""substitution"", ""sending-off"", ""caution""]"
739493e6-f3e2-435b-82a7-8a800e28901d,"[""sending-off"", ""substitution"", ""foul""]"
e38b4c9c-94a8-4cf4-baf2-90f0d25b00c4,"[""caution"", ""sending-off"", ""foul"", ""sending-off"", ""score""]"
bf3d8937-bde3-4ef3-90b3-fe970cdff7ed,"[""sending-off"", ""caution"", ""substitution""]"
0a7160bb-be94-4d75-8af1-3d0f10a0f1e6,"[""score"", ""score"", ""sending-off"", ""sending-off"", ""foul"", ""caution""]"
e4c8635b-a3d6-4d72-9ec5-20fc4a8017d9,"[""substitution"", ""substitution"", ""caution"", ""caution"", ""score"", ""caution""]"
19d20d7c-46b9-45f8-a1a4-aea870ecca04,"[""sending-off"", ""sending-off"", ""substitution"", ""sending-off""]"
b09c525a-296a-4a39-91de-1554bbc30c27,"[""caution"", ""sending-off"", ""sending-off"", ""caution""]"
59c1e32c-dc61-422a-8a61-8ac79d063ff9,"[""foul"", ""sending-off"", ""foul"", ""score"", ""score"", ""caution""]"
2c7969f8-e028-47e1-971a-89c9027377ef,"[""caution"", ""foul"", ""foul"", ""foul"", ""foul""]"
1b334d8e-4547-4b72-8665-a7b6aa547c5a,"[""sending-off"", ""substitution"", ""sending-off""]"
611f1697-afce-4c28-9d0e-d0ff5fff60fe,"[""foul"", ""caution"", ""caution"", ""foul"", ""substitution"", ""score""]"
5983f356-16dd-460c-be6b-393ee158524a,"[""sending-off"", ""score"", ""caution"", ""caution""]"
84bbbeb9-3f39-4831-be73-4ff78c9cf122,"[""substitution"", ""score"", ""substitution""]"
b6b3902d-b6f7-4d4a-9426-e854905098e2,"[""substitution"", ""caution"", ""foul"", ""foul"", ""score""]"
8086246d-d901-4d59-80b4-62f6033355d0,"[""substitution"", ""caution"", ""sending-off"", ""caution""]"
86ad228a-0c9d-42ec-ad25-7dfdf4841cc9,"[""foul"", ""substitution"", ""score"", ""foul"", ""caution""]"
c2cf4c39-c562-4376-82f5-58b83ff53cf3,"[""substitution"", ""foul"", ""sending-off""]"
36a396f0-3772-480d-b608-f6d4a69e8af8,"[""caution"", ""score"", ""score"", ""substitution"", ""caution"", ""foul""]"
2a4dd993-5aab-4ec0-82d7-d4f4b7d83262,"[""substitution"", ""caution"", ""substitution"", ""substitution"", ""sending-off"", ""sending-off""]"
3e3a24b3-80bb-4f04-b624-6ba3567684a3,"[""sending-off"", ""caution"", ""substitution"", ""score"", ""score"", ""score""]"
25d1fd49-5ab1-4aa1-b4c9-b34a3a4fbb8f,"[""substitution"", ""substitution"", ""substitution"", ""score""]"
acd8785c-7ea7-4bfa-b2c1-d9a94eae95a1,"[""caution"", ""foul"", ""foul"", ""score"", ""caution"", ""substitution""]"
54489e6c-2acb-47eb-a442-82040387b49d,"[""substitution"", ""substitution"", ""substitution""]"
a1521e6a-8ab3-4349-bb4f-bf10c529f99c,"[""score"", ""substitution"", ""sending-off"", ""caution""]"
cb28e81e-b145-4d52-8cba-8fde55f697a7,"[""caution"", ""substitution"", ""score"", ""sending-off"", ""foul""]"
90c6ce34-9c40-458b-bd70-b33894a703d0,"[""score"", ""caution"", ""sending-off"", ""substitution"", ""score""]"
66f9f0bf-9616-4064-8fbf-9e7c35eef1e9,"[""foul"", ""foul"", ""substitution"", ""score"", ""caution"", ""sending-off""]"
69928db1-fa7f-4682-a79d-730e5da57499,"[""foul"", ""score"", ""sending-off""]"
9a919496-e0dc-4096-85d7-8049261adeb1,"[""substitution"", ""score"", ""substitution"", ""score"", ""score"", ""foul""]"
cf140819-fb59-45bc-9388-cba1a5d84ed1,"[""score"", ""caution"", ""substitution"", ""sending-off"", ""foul"", ""substitution""]"
4b36439a-73e3-4aa9-8a60-a42b5094437a,"[""caution"", ""score"", ""sending-off"", ""score"", ""foul"", ""foul""]"
ffc601fb-8cd2-4565-86fc-f12204f617f7,"[""caution"", ""foul"", ""score"", ""score"", ""foul""]"
a65f4a99-b753-4e09-b9eb-7d7f25329938,"[""score"", ""sending-off"", ""foul"", ""caution"", ""substitution""]"
9b0355ed-fc1a-4e35-9dfa-c73cd4037ac3,"[""foul"", ""substitution"", ""caution"", ""sending-off"", ""caution""]"
990f66e6-ebda-4d5e-bde6-699f628457cf,"[""substitution"", ""foul"", ""score"", ""score""]"
67bc1d02-2fa7-4363-8dd0-2783ff0bf6f4,"[""score"", ""sending-off"", ""sending-off"", ""foul""]"
c86d707d-95bb-4676-80b0-92966a85ed84,"[""score"", ""sending-off"", ""caution"", ""sending-off"", ""foul""]"
3638507a-1afb-472c-85cd-d809383d456e,"[""caution"", ""sending-off"", ""sending-off"", ""substitution"", ""caution"", ""substitution""]"
b7f4ca8a-7332-48bf-aeea-b5e8535478cc,"[""foul"", ""caution"", ""caution"", ""score""]"
d64385d9-2053-4f24-8daa-04e0407616cd,"[""score"", ""foul"", ""foul"", ""score"", ""sending-off""]"
51d6d0a3-104e-402d-b962-3c3ca040ba39,"[""score"", ""sending-off"", ""substitution"", ""substitution"", ""substitution"", ""score""]"
2ea05ec4-d37e-4a8c-8820-57af5d6339ea,"[""score"", ""foul"", ""caution"", ""score""]"
b77bcafc-753a-453c-bb34-cc3397dbf551,"[""score"", ""sending-off"", ""sending-off""]"
9e442111-a45b-4b81-b26f-4f2b5e0418a3,"[""score"", ""score"", ""substitution"", ""substitution"", ""sending-off"", ""substitution""]"
f40f2839-7eec-4fd2-baf7-6eb8b015055c,"[""substitution"", ""substitution"", ""caution"", ""foul"", ""score""]"
09c0bd1a-7f59-4b19-bfb8-d6d8000cbf5c,"[""substitution"", ""caution"", ""foul"", ""substitution"", ""caution""]"
48d42d0e-3c03-46df-85ea-ec2bc9a9ed47,"[""sending-off"", ""caution"", ""sending-off""]"
c7021d5a-2875-461a-abb0-3210b754410b,"[""score"", ""sending-off"", ""substitution""]"
467d4a07-3f6d-4bac-9ceb-27fca2e74bff,"[""score"", ""caution"", ""sending-off"", ""caution"", ""substitution""]"
d9d32629-392f-4482-a1dc-33b8de3cd609,"[""sending-off"", ""score"", ""caution"", ""foul""]"
48f4ee39-cbff-4040-818b-e90b69c5a524,"[""foul"", ""score"", ""sending-off"", ""substitution""]"
95195f07-4a0a-446c-8fa9-047dc0acedab,"[""caution"", ""substitution"", ""foul"", ""substitution"", ""caution""]"
e1b35dd5-a1d4-441c-a38c-821deb918d5c,"[""score"", ""foul"", ""foul"", ""caution"", ""caution"", ""caution""]"
464ef871-43f3-401a-ac62-b4f0d398a827,"[""score"", ""substitution"", ""substitution"", ""caution"", ""caution"", ""substitution""]"
f4fac3f5-df57-4f57-8339-6924cde4fa53,"[""sending-off"", ""score"", ""substitution"", ""foul""]"
d79fb212-2ae0-4906-93bd-a507195ccecd,"[""substitution"", ""score"", ""foul"", ""score"", ""foul""]"
077358c8-b61f-4a04-8623-1973df250cc9,"[""sending-off"", ""caution"", ""foul"", ""sending-off""]"
50b3e395-b447-4286-8046-96a0ddb59c8d,"[""score"", ""sending-off"", ""substitution"", ""sending-off"", ""substitution"", ""sending-off""]"
75fe5b7c-50a6-4aff-b2f7-3c48873db06b,"[""sending-off"", ""caution"", ""caution"", ""foul""]"
142e47b3-b500-4ae1-9cc2-2bc751f692aa,"[""score"", ""substitution"", ""sending-off"", ""caution""]"
183eb1da-e193-4ef2-972b-e2d2c86fb10a,"[""score"", ""substitution"", ""foul"", ""sending-off"", ""caution"", ""caution""]"
ae3ad8b1-e230-44bb-9a92-582a8c132822,"[""sending-off"", ""foul"", ""score"", ""sending-off""]"
594e7e5c-aaf1-4ae5-aa9c-443327add74c,"[""substitution"", ""score"", ""sending-off"", ""substitution"", ""score""]"
2ce92075-a50c-4e0d-859c-e45e43494872,"[""score"", ""score"", ""score"", ""foul"", ""substitution"", ""score""]"
02f7c34e-5f64-43bd-baed-887a6ebc6d8c,"[""sending-off"", ""substitution"", ""substitution""]"
01e8c6ae-1b38-4afd-8148-aa382a94aa0c,"[""substitution"", ""sending-off"", ""caution"", ""foul"", ""score""]"
dc6b7708-0b5c-4188-b4fd-e4a4be343b94,"[""caution"", ""foul"", ""sending-off"", ""caution"", ""sending-off"", ""caution""]"
1f149fde-6909-428b-962a-81e5232a2111,"[""score"", ""caution"", ""caution"", ""substitution"", ""caution""]"
e7785c5b-5387-4b13-90bd-cb9a7b5f02af,"[""substitution"", ""caution"", ""caution""]"
74d3be7b-3df5-4a7c-8689-fb33d108908e,"[""foul"", ""sending-off"", ""score"", ""sending-off""]"
0d6b1679-898f-4f75-a634-2bddf70a7f4b,"[""foul"", ""caution"", ""sending-off"", ""caution"", ""sending-off"", ""caution""]"
2b5c7a4f-1c9f-4631-8605-c45a946ff3b8,"[""sending-off"", ""foul"", ""foul"", ""sending-off"", ""substitution"", ""score""]"
af123ccd-569b-440b-885c-16213f211761,"[""sending-off"", ""score"", ""sending-off"", ""substitution""]"
2f68021a-8218-4843-acb9-ed0301b920e0,"[""caution"", ""sending-off"", ""sending-off"", ""foul"", ""foul""]"
080c750d-bbf3-43c1-b646-dbbbae15d4e8,"[""sending-off"", ""caution"", ""sending-off"", ""sending-off"", ""caution"", ""score""]"
eb3c2c28-42ca-45ed-91b8-f84ea7159018,"[""sending-off"", ""score"", ""score"", ""score""]"
4f2ecdc2-db3b-4357-8344-d171b353ab7d,"[""caution"", ""sending-off"", ""score"", ""substitution"", ""substitution"", ""sending-off""]"
4dd94ac4-8349-4ea5-8742-2ad92181cd1b,"[""score"", ""caution"", ""sending-off""]"
78d35ffb-80a0-4907-ab99-a65072a65656,"[""sending-off"", ""foul"", ""caution"", ""score"", ""caution""]"
bc46958c-6c53-43a0-a2c5-b82c4b763f4b,"[""foul"", ""foul"", ""caution"", ""sending-off"", ""score"", ""score""]"
ae4198ba-3b37-466d-88d9-0e9df27a95e8,"[""foul"", ""sending-off"", ""sending-off"", ""score""]"
5fecfb7d-a537-4690-ab6d-7e737513cba2,"[""sending-off"", ""score"", ""substitution"", ""sending-off"", ""sending-off""]"
08789d80-a1d2-45c3-b977-7380a7769a09,"[""sending-off"", ""substitution"", ""sending-off"", ""score"", ""foul"", ""substitution""]"
8043cf6d-60fb-4005-bac8-4643388cc390,"[""foul"", ""substitution"", ""sending-off"", ""caution""]"
fe1902a3-fdbc-465a-b7bd-3d0d2fcdcd69,"[""sending-off"", ""foul"", ""caution"", ""caution"", ""foul"", ""sending-off""]"
43f0e5e4-8ea8-4d34-888c-0365e1bbfd7d,"[""sending-off"", ""substitution"", ""caution""]"
7530f6e9-28e5-4ccb-9fde-174741594f0d,"[""foul"", ""caution"", ""substitution"", ""score""]"
e06cc827-71ee-47ec-9944-02204614c8cf,"[""score"", ""caution"", ""caution"", ""foul"", ""sending-off"", ""sending-off""]"
0917ef77-68ee-4400-8229-ca06ea832c9a,"[""score"", ""foul"", ""foul""]"
82d804d9-374d-4dd9-a0c2-08059249267a,"[""score"", ""foul"", ""caution"", ""foul""]"
e485870c-54a6-44c5-ba9e-812c01fea81b,"[""substitution"", ""caution"", ""foul"", ""substitution"", ""caution""]"
cd4b801c-7068-4c62-916d-46360be177c4,"[""score"", ""caution"", ""caution"", ""sending-off""]"
88f36afa-988a-4757-9dc8-ce0f15c1187c,"[""foul"", ""foul"", ""sending-off"", ""substitution"", ""foul""]"
b860e5d3-7753-4dda-a6b6-ec1adbc0f8db,"[""sending-off"", ""substitution"", ""sending-off"", ""sending-off"", ""caution"", ""foul""]"
a524004a-5dd9-4021-8ee1-c0f5b2be0447,"[""substitution"", ""sending-off"", ""caution"", ""foul"", ""score""]"
2ee6ae28-f736-4f0a-ab77-c956f396145e,"[""substitution"", ""caution"", ""substitution"", ""caution"", ""foul"", ""substitution""]"
e57c0c04-5ed6-485e-a75b-ff7497cbfe52,"[""caution"", ""foul"", ""sending-off"", ""caution"", ""sending-off""]"
36634656-a38e-4ad9-9214-b3f3435e200e,"[""sending-off"", ""score"", ""caution""]"
0fd73190-319e-4460-9588-dfb17cee8152,"[""foul"", ""foul"", ""sending-off"", ""substitution"", ""substitution""]"
05923255-8533-414c-af2a-aac8afb8babe,"[""foul"", ""substitution"", ""sending-off"", ""sending-off"", ""score"", ""foul""]"
499992e2-1d6c-49e9-b912-13a1b5b8f294,"[""score"", ""sending-off"", ""sending-off"", ""sending-off"", ""substitution"", ""score""]"
efeec99b-8fe4-4c3d-9ca0-7c911e45cbd9,"[""caution"", ""score"", ""foul""]"
87d60b2e-196c-4cc6-90ac-b4f3defa999f,"[""caution"", ""substitution"", ""sending-off"", ""caution"", ""substitution""]"
e6f9ca46-6f70-43d1-aaad-6bf11cff93f9,"[""foul"", ""substitution"", ""caution""]"
a20c776b-9319-4c76-bf51-091ce17ab17d,"[""score"", ""substitution"", ""foul"", ""sending-off""]"
6ee20365-8ed2-4d47-98a3-6b474d7d1e9f,"[""score"", ""caution"", ""caution"", ""caution"", ""score""]"
fd1b8034-53bf-4615-9db1-fe60bbc693a1,"[""caution"", ""caution"", ""substitution"", ""substitution""]"
8e166992-208a-4555-8d2a-62cee9841cbb,"[""foul"", ""caution"", ""substitution""]"
0177d639-9ddc-45b5-bf77-29764b570deb,"[""caution"", ""substitution"", ""sending-off"", ""caution"", ""foul""]"
5bd88bc4-a5bc-4c38-b52e-5288c86189d8,"[""foul"", ""score"", ""score"", ""substitution"", ""sending-off"", ""score""]"
31d962d5-9057-4a3e-88fd-dd22802abfa8,"[""caution"", ""substitution"", ""substitution"", ""score"", ""score"", ""foul""]"
4bfa7263-2d38-48e7-ae9b-156aac9af78f,"[""sending-off"", ""substitution"", ""substitution"", ""sending-off""]"
1c788bfa-2ce5-4626-a103-04ed3f07d2eb,"[""foul"", ""foul"", ""caution"", ""sending-off"", ""substitution""]"
3bae5e77-d2cb-415a-8ee2-6c0b6d451afe,"[""substitution"", ""sending-off"", ""sending-off"", ""foul"", ""caution"", ""foul""]"
88eca35c-7b1b-4af1-ace3-853bf9fbced6,"[""caution"", ""substitution"", ""foul"", ""score"", ""foul""]"
091d8fc2-4258-407e-9cf9-c83b75e3bb5d,"[""sending-off"", ""sending-off"", ""score""]"
8572c7b6-d337-4a2c-8111-0d0aaaafc31a,"[""sending-off"", ""foul"", ""foul"", ""sending-off"", ""caution""]"
fb311faf-9239-4081-ada7-708215ed06ea,"[""substitution"", ""foul"", ""caution"", ""score"", ""foul""]"
2b94b80d-f4d7-4500-b5af-715cea01a550,"[""sending-off"", ""substitution"", ""sending-off"", ""sending-off""]"
bd43fbc4-d499-442f-8bdf-95f1372f0bd8,"[""caution"", ""sending-off"", ""substitution""]"
1462e99b-dcd8-4dd3-8a3e-9eb8a365fb08,"[""caution"", ""score"", ""caution"", ""caution"", ""caution"", ""score""]"
7f6aa472-688c-4e35-993d-4db4db49cc57,"[""score"", ""score"", ""caution"", ""sending-off"", ""sending-off"", ""caution""]"
0b0b6125-dd9d-4402-b184-3fa364d26dfb,"[""sending-off"", ""substitution"", ""score"", ""foul"", ""foul"", ""sending-off""]"
42997214-4e7d-4196-8d2a-8d531360df8b,"[""caution"", ""score"", ""substitution"", ""score"", ""score"", ""sending-off""]"
e08fd84c-972a-46fb-9131-e5f1a095ea65,"[""substitution"", ""caution"", ""caution""]"
77e36160-85b2-44ec-8982-76515fd7fa04,"[""sending-off"", ""score"", ""score""]"
c1968b7c-f46e-4f8d-a770-8476213beaf8,"[""substitution"", ""substitution"", ""foul"", ""substitution"", ""score""]"
6d5046a7-4210-4b76-b58c-0eb254832348,"[""substitution"", ""sending-off"", ""score"", ""score""]"
f627d620-5554-497f-8d0a-12d054ca3d89,"[""caution"", ""caution"", ""substitution""]"
669e89e4-d15c-4a47-9a5a-601f9710e4cd,"[""caution"", ""score"", ""foul"", ""substitution"", ""substitution"", ""caution""]"
ae694ae6-0bdb-4c31-9206-190ebc6b8714,"[""substitution"", ""foul"", ""sending-off""]"
9937676f-24fc-434a-a599-5d4b0a32ec58,"[""substitution"", ""foul"", ""score"", ""foul""]"
0d80752d-d787-42b9-ad01-1af0f5c87e28,"[""substitution"", ""foul"", ""score"", ""substitution"", ""sending-off""]"
bf4fa329-20cd-451e-b3f4-563e1a388037,"[""caution"", ""caution"", ""substitution""]"
5f6938b0-3ad6-4391-98ff-7e40620aa2fb,"[""caution"", ""sending-off"", ""foul"", ""score"", ""caution"", ""foul""]"
d0b41a09-85a0-4c60-bafe-e02606a71622,"[""caution"", ""substitution"", ""caution"", ""substitution"", ""score""]"
fd178b91-035f-4b33-af8e-029f8e369841,"[""score"", ""sending-off"", ""score"", ""score"", ""sending-off"", ""foul""]"
d1efc9c4-0f44-4ecb-a3a4-b1a56b43ce8f,"[""score"", ""caution"", ""sending-off"", ""sending-off""]"
db23d10e-6553-4ae3-8a17-39dc28a6b97c,"[""substitution"", ""substitution"", ""foul"", ""score"", ""score"", ""score""]"
1c33fe3d-f11c-4571-849d-4b6c0d473785,"[""sending-off"", ""sending-off"", ""sending-off"", ""caution""]"
32edb7ad-6594-4e29-9347-3bd0e8302370,"[""caution"", ""substitution"", ""score"", ""sending-off"", ""caution"", ""score""]"
1bf25abe-fc94-46fa-8840-ffbe3a887512,"[""sending-off"", ""foul"", ""caution"", ""substitution"", ""sending-off"", ""caution""]"
419bc11c-b5c2-4a25-a4ee-c38e071b076f,"[""score"", ""substitution"", ""foul""]"
09482f54-149b-4fc7-92cc-4b5e13d77867,"[""score"", ""score"", ""sending-off"", ""caution"", ""caution"", ""substitution""]"
d32e4436-866c-4f68-913b-ef1a2c0c11b0,"[""foul"", ""caution"", ""substitution"", ""sending-off"", ""substitution""]"
05947ff4-3802-4627-a767-d113ae32c338,"[""sending-off"", ""caution"", ""substitution""]"
02531bd4-082f-400c-a565-b353365f9446,"[""sending-off"", ""sending-off"", ""substitution""]"
4d795bcc-e00a-4485-b224-075c216f77f4,"[""caution"", ""score"", ""substitution"", ""sending-off"", ""sending-off""]"
b1cf5be9-c692-4b2a-ac76-a8ae997bcb9e,"[""sending-off"", ""caution"", ""caution""]"
7c6dbfdf-c086-4f9b-99f3-a6a3f39fb23e,"[""sending-off"", ""foul"", ""foul"", ""caution"", ""caution""]"
36fbaba6-13e7-48af-8e28-d300d71535ca,"[""caution"", ""caution"", ""sending-off"", ""score""]"
494f17bf-eca6-4e66-9676-94ff227afca0,"[""substitution"", ""score"", ""foul"", ""score"", ""caution""]"
94663d0b-fb82-480a-b9c8-32ba43f7bd0a,"[""score"", ""score"", ""score""]"
c7ff7b37-9acf-4ce7-8834-2eaa7d122c74,"[""sending-off"", ""foul"", ""score""]"
665131de-b3c5-4596-9128-41d65f4e6f24,"[""foul"", ""score"", ""substitution""]"
b69a5972-87ce-42e1-b6d7-3b42ef7e5510,"[""substitution"", ""caution"", ""substitution""]"
a696c3ad-dda0-4f52-9e91-1d30cb621618,"[""sending-off"", ""score"", ""score"", ""caution"", ""score"", ""sending-off""]"
ce55ff9e-a196-4347-b346-edd6882e72b5,"[""caution"", ""substitution"", ""caution"", ""substitution"", ""caution"", ""score""]"
30c866a5-6f0c-4071-838d-a44593aa41d8,"[""substitution"", ""sending-off"", ""score""]"
8a4a363f-c09e-4cfc-bd87-d12b9e09ad54,"[""sending-off"", ""foul"", ""score"", ""foul"", ""caution"", ""score""]"
a324d708-d0bb-4e56-b2f8-aa105f3c2d5c,"[""substitution"", ""caution"", ""score""]"
edbfaa9b-cc40-44bc-96c9-a0d4225fd4e6,"[""substitution"", ""sending-off"", ""score"", ""sending-off"", ""sending-off"", ""score""]"
cdd8b830-4bda-4909-b2e2-1677d4272b08,"[""foul"", ""score"", ""sending-off""]"
7bc29225-d412-4edc-9f79-5e01329a7c6c,"[""sending-off"", ""substitution"", ""score"", ""substitution"", ""score""]"
8797c96f-aae2-4ea5-a080-8b0f9d7c3a24,"[""score"", ""sending-off"", ""sending-off"", ""substitution"", ""substitution""]"
c625dc0e-a099-4e74-a3c9-83871333f947,"[""sending-off"", ""caution"", ""score"", ""foul""]"
c20a1269-d233-4c50-b385-aede1d6df703,"[""sending-off"", ""sending-off"", ""sending-off"", ""score"", ""substitution""]"
33b64da4-f319-4680-8ce5-7583382277c9,"[""sending-off"", ""score"", ""substitution"", ""caution"", ""score"", ""substitution""]"
c6c446c9-7e89-4b09-bc4e-e2ceedf9faea,"[""sending-off"", ""caution"", ""foul""]"
58e42ea5-69c6-4486-bb17-c6a44c20ed7c,"[""sending-off"", ""substitution"", ""foul"", ""foul"", ""substitution"", ""score""]"
0f7f8576-32c2-4ab4-96d5-410481ac4e9b,"[""score"", ""caution"", ""foul"", ""caution"", ""sending-off"", ""sending-off""]"
50037e52-98b8-49d0-ac38-430c6e7d1948,"[""foul"", ""sending-off"", ""score""]"
aa682129-48ac-4e60-b01e-41080936b518,"[""foul"", ""caution"", ""sending-off"", ""sending-off"", ""foul""]"
48e99f84-0800-41c0-b574-51d158d1942f,"[""substitution"", ""substitution"", ""score"", ""substitution"", ""score"", ""foul""]"
048c7bcd-ae9d-4a3d-ae5d-f692f9ea84b7,"[""foul"", ""caution"", ""substitution"", ""sending-off"", ""score"", ""sending-off""]"
5ff7f05e-78b3-4ccb-93ad-9eedb78dd7f0,"[""substitution"", ""caution"", ""foul"", ""caution"", ""sending-off""]"
f650466a-1928-44af-9ad5-bce728d1689c,"[""caution"", ""substitution"", ""foul""]"
05500417-e8e9-4725-841e-c104458f7e45,"[""score"", ""substitution"", ""score"", ""score"", ""sending-off""]"
2b97ad52-f479-4898-b3ca-7b60455cdff0,"[""caution"", ""foul"", ""foul"", ""score""]"
9c90d1e3-534c-4fc5-a89b-425eeff02898,"[""foul"", ""sending-off"", ""sending-off"", ""substitution""]"
71723138-4008-4e5c-a004-134614d9d243,"[""caution"", ""caution"", ""score"", ""substitution""]"
7fa3e609-06e1-4a53-8234-e26923ecc78d,"[""substitution"", ""sending-off"", ""caution"", ""substitution"", ""foul"", ""sending-off""]"
ef701fb0-bbaf-403c-9f53-1270188f341b,"[""sending-off"", ""substitution"", ""score"", ""foul"", ""substitution""]"
