uuid,tweet
5917ac06-2a9f-4c5f-b9b8-16e8010e5eae,"hello miss Shukla, correct ur words Jihad is the pious word it's not terrorism, Jihad means to fight against injustice, fight for peace, fight for humanity, fight for rights and to fight wid ur own greed. And Kashmiris may be Jihadis but not terrorist. Mind it"
6194999b-13e8-4c00-bc92-5fb70f7e35b6,This Anger can't b of Hindusthani-Muslims It is anger of BRAINWASHED Muslims-Jihadis-Terrorists want to create Dar-ul-Harb JIHAD&gt;for Enslaving-Converting-Bleeding-Dividing-Demonising Hindus-Hindutva-Hindusthan-Humanity Q needs to b Either REFORMED OR CREMATED&gt;No other Alternative
1b433fe8-85c5-4610-809d-081f14dc3f71,"some of y’all talk about bakugou like he was a mass bully in middle school. yes he was an absolute asshole but he only bullied midoriya, largely because he was quirkless (which obviously isn’t okay) but damn he didn’t bully everyone he layed his eyes on."
fa9d09ae-4bf1-4c54-a43a-54409a1ac626,I keep losing followers. Fuck you dumb niggers.
c3bb02f0-c674-4032-b54c-57a4a54525be,@tassadezae_ @KeepOnHoeinUHo @Paraxtoo piece of shit. Have you seen yourself? Fucking ignorant asshole. Dumb fuck slag on niggers okay hoe
27d0bc72-7ce3-46c2-8090-30ae08987366,"When Ms. McCain rightly criticized the ugly cartoon as anti-Semitic, the bilious caricaturist dismissed her judgment as 'hilarious.' 'A Christian woman is saying a Jewish cartoonist is anti-Semitic.' Well, yes, precisely. And she’s right."""
6e897366-a882-4055-8148-67ddc3e33525,"Oh. there goes @wadhwa using his position to shame @shanley publicly again over her sex life. SET YOURSELF ON FIRE YOU SEXIST SCUMBAG, thx."
4a1349d5-1b20-4915-a65e-6c5e1c2f8c1f,"I mean, why would GamerGate care about a video where people read the abusive tweets they've received? What does this have to do with ethics?"
5d8361bc-11b8-42aa-8755-72b80e2acb94,@MasonJarvis @RiannePageeX @frankiethedug The fucking man like! Ma maws banned him from the computer that's how he's no been on in a while
2de6bc17-84d5-4f2a-bd56-2f8d7c79f794,THE WAYYY GIRLS AT THOUSAND OAKS HIGH SCHOOL BULLIED SO MANY GIRLS FOR THIS?? WHY??
201e977f-8dbc-4d4f-8dbd-6024c82a1eb6,@RawrrShesClassy lmao you a damn fool 😂😂
87e4f07d-9e88-45e2-841f-b05713d447de,"Ok so, roblox (including royale high) turned into a rude game...because of all the rude people there. Today a girl sweared at people. And not only today. People get bullied in royale high as well. So can people stop this...It hurts to see people get bullied. This is serious! Stop"
b52dac7a-4009-4004-b2ad-fe2411f0a7bc,"hey girl! sorry I haven’t talked to you since I bullied you in high school but have you considered taking a risk and investing in something AMAZING &amp; WORTHWHILE, all while supporting small business?!"
cfaec7a3-d6f2-4dda-8c9a-c536f6f95b6c,FROM ISLAMIC TERRORISM TO CORONA TO STANDARD BLACK BRUTALITY BY U.S AUTHORITIES... THIS MAKES AMERICA GREAT
e7449c0d-97ca-4ff4-bd4b-6ec623498d8d,Dev week matches my outfit! http://t.co/s8i4HDWqMV
0f744dd1-df16-4322-bed6-7fe9a5707041,"Idiot there are many Muslims in CRPF, don't misguide he was abusing police and CRPF so he got lessons, write reason also if you know, don't spread fake news."
62bea3f4-9abd-4e16-a2b4-cce4c6bf38a3,"RT @LouisRITHPotter I'm not sexist, but sometimes women proper need to stfu http://t.co/mgTp6Tst9N"
6100d629-12a6-4efb-93d8-358a7a49359f,@BRIGHTPRIMATE @ChrisWarcraft give it time.❤️
fa329ff4-d702-416e-bb53-b817cbad91d8,Bitch you shit was on ma feed... like what the fuck ... its not even Tuesday here... dumb niggers retweeting obviously https://twitter.com/ashleymonrosm/status/1017092316752990210
1f05e6c5-c3e4-450f-ad74-2766bb086177,"@AmitShah @ZeeNewsEnglish @BDUTT barkha u wish to bring India in shameful position in glob, but in entire world only &amp; only muslims r spreading terrorism &amp; secular journalists proves that Indian secular journalists r funded by Islamic terrorism."
836bc1a1-5b5b-4e19-8dfc-82fcfd2b3b2d,"Hey hey hey guys! TRUMP is the worst, #trump #impeachtrump #FBI #SteveBannon #THETRUTH you all a bunch of fucking iâ¦ https://t.co/yUWEhgmx8g"
6f760cbf-2a7a-452e-8ee8-e1fa26e630ef,Same experience - total bullies at my school
a888734b-b69f-4990-b3b8-4e865a7feeab,"You know, it sometimes becomes harder and harder to say not all cops are bastards when you see the people sworn to protect you being on the same level as a high school bully Fucking assholes"
09b2ae7e-1554-468b-a8fd-f659ce09f7a3,“@Shelly_Smyth: I would never fuck a black nigger they ugly and have aids”--&gt; aha you dumb fuck !
9a26714d-a915-4958-b026-ecfc19bc1d48,@evyncollins just because you were abused and you're gay does not give you the right to make jokes about rape
2a306ba7-4ec8-4c66-a1df-616acec6a253,"first of all, no matter how much women say they hate men, they never say ""males"". men on the other hand call women ""females"" akin to how they'd say ""bitches"". secondly, not every woman is female, woman is a gender orientation while female is ""sex"" aka XX chromosomes -"
2b3da3cc-873d-4db2-b1af-19589bde479d,No. You are talking like Modi. Forcibly converting historic worshiping places of other religions(Babri Masjid) into your's. I guess Israel is now also free to carry out the conversion of muslim 'alBeit alMuqaddas' into jewish 'haBeit haMikdash' temple. Medieval idiot.
13d413b4-8a9d-4f3c-b031-b6df77469a2e,38 year old father acts like a middle school bully. Keem is stuck developmentally at about 11 years old.
cb1ff527-f76b-4581-a85f-0b12c8764998,@Friday13 @DarkSim7 @InvisibleJimBSH @iam8bit your mom was uncalled for.
c9b4e1ba-5191-4c74-8bf8-9eaca0bfe564,.@shelbylynne74 @TigerClaud Ahem... http://t.co/xeNJ5eX1Kh
9709dddf-3013-4ffc-8177-d68d95761597,"RT @facerealitynow: @thisonesakillaa I actually got an answer from a feminist today, a remarkably stupid one but an answer nonetheless http…"
53843722-aef7-4058-9e95-445e729fc282,Crazy how people that use to be bullied in school turned out to be full blown dumbass bullies themselves when they become adults
3ab3691c-3571-4416-9820-ee4de4119828,"HOLY CRAP BATMAN, THOSE NIGGER WINCHES GOT US LOOKING LIKE COMPLETE IDIOTS IN THE PRESENCE OF MUSLIMS! LET US USE THE DUMB AS FUCK RAP"
4835f146-38fd-40d2-8b83-e3fd74cf8708,RT @rfc884: I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've neve…
ba8a417d-12c4-4271-a0c6-989207b795ab,"@dampscot yup, i'm aware. :)"
3ec23fbf-2bcb-4efc-b267-813ec433d380,"This thread makes me so angry. Just TWO YEARS AGO some dick of a showrunner, whom of course was white, called this man his ""resident Negro"". This is so disgusting. I hope with the wake-up happening right now that change will happen in Hollywood, too."
08e818b0-a2d2-4bd2-b481-cf9559ed2f12,"Again you relate it with religion. My problem here is some idiots relating my country (Azerbaijan) with terrorism. Actually when it gets to pogroms and other stuff, yes Christians also killed muslims. The first crusade by Pope Urban II in 1095."
09310fa7-1788-4bce-b150-4a70a98bc88d,"watching the interview just because it's streaming on Netflix, 5 mins in: gay jokes, poo jokes, rape jokes. YAWN AF"
7b2bcb04-8f25-42a8-8854-6bfaebf52525,that was so brutal
7b538a6c-b1cd-4822-9761-d94e724dbeb3,RT @AlejandroDaGr8: RT @drumbeats4peace: Woman in Atlanta who was killed by police yesterday is #AlexiaChristian. She was indeed handcuffed…
2ab64685-9e22-4e04-b5eb-c14898a082e7,shouldn't call women bitches cuz female dogs are loyal
d7a34ea4-0123-4d6f-8d19-22298e571969,Mrrglgrgl.
86592d6a-8f73-401f-a1f7-865784c52743,one time i got kind of bullied in high school bc this girl who was directly in my line of vision every day always dressed really normal but like ONE thing about her outfit would be so wrong that i couldn’t look away and she told her friends i stare at her
6bdb2920-1279-4cb3-b2b4-ac7ce4b4e4ae,"Black Lives Matter is a radical, Marxist, anti-capitalist, anti-semite, anti-Christian, anti-family movement that is filled with a bunch of liars who are corporate shakedown specialists. Why would anyone support that"
4f13ea48-9c90-485f-a813-44f7084e16bd,"@danielzklein hmm. i haven't played in a few weeks. last time i was on, he had that creepy amazing new skin. I couldn't stop laughing."
c4f6a2c0-367b-402d-b4cf-0aae93597a8e,Definitely you have full package Brexiteers. 1. False nation 2. 2 faces. 3. Racist. 4. Imperialist. 5. Nationalist from middle ages. 6. Jealousy and hatred. 7. 20 millions Muslims in Uk 8. Collapsed nation Brexiteers. 9. Idiots.
3ace3c7e-222e-4f39-9028-a5444f8662b4,"SMH “@tayyoung_ FUCK OBAMA, dumb ass nigger”"
579213a5-b227-43d8-b6e6-46bfd7f43ab5,"I don't know many people who confuse sex with rape. The point is that the ""joke"" is both trivilizing rape and stigmatizing gay sex. Your clarification is completely unnecessary."
463033f3-209f-4edf-b153-e45c396830b5,"@houmayor Ur An Utter Disgrace &amp; Abomination To God! Ur What Malcolm X, Called A ""HOUSE NEGRO""! How Does It Feel Knowing Ur Still A ""SLAVE"" To The White Man? @texasdemocrats @TXlege"
6f905db3-7e13-40e5-8011-78a0b3fc9910,"@krainboltgreene now i'm unreasonable? heh. okay. in sj terms, that would be gaslighting. :)"
768f268e-6ca3-48a2-9c3e-66b2a217f883,"What an idiot you are! In fact you have exposed your own hypocrisy! You guys come out in blaming every Hindu rituals but when it comes to Muslims, you guys run away. Last time you tried a bit and we know how you were thrashed!"
08614173-e116-4724-ac6f-74a0760b32b2,"White RACIST parents: Sh*t like THIS, will have your kids ONLY F*CKING W/""NIGGERS"", just to SPITE you, DUMB FUCKS https://twitter.com/BlackToLive/status/861244182324793345/photo/1"
b91a1965-d6d9-41cf-b4cb-e97b6f57d018,ââââ»âââââ»âââ
94e8dfc6-0944-4333-98c7-276d8414b11f,"NTA. Do I feel bad for his family? Yep, sure do. But he willfully, maliciously, and deliberately terrorized someone. I'm guessing he was a bully in school and always got off with ""you don't have a sense of humor"" or ""I didn't mean it that way, why are you overreacting?"""
fafb9f86-e93f-45ea-a7bd-20ce1e5352c4,Addison Rae & that Charli girl look like they wouldve bullied me for being foreign in high school
78dd4ab3-6594-4346-a8d5-b6b50662abbb,Why did you bully kids into taking a gun to school and profit from fame ?
fedd5159-c975-4b54-b0e6-ea62569684b1,YOU NIGGER IT WASNT INDISPUTABLE DUMB FUCK I SHOULD BST A NUT ON YOUR WIFEY AND KIDS NOW LOL RT @MikeHillESPN: ARE YOU SERIOUS????
be67a06e-255b-42e8-9e11-47084760a001,"@MTP I'm not hearing any Muslim countries say the pandemic is Gods will, I am hearing a nut job in America with Wisconsin Cheese hat on TV saying its Gods will. Jesus are you listening to these idiots?"
30087eeb-5c47-440b-9d23-4300a9ebbb1b,"I'M ROFLING Yazan, bro why didn't you just go for a REG muslim girl?! Seriously you cant make them stop hugging and drinking sounds like you want a muslim girl I'm dying of laughter what an IDIOT these muslim boys are!"
3f6f1e57-e5b8-45f6-b6da-f5e9434f439e,"Just read about them black teens killing that white man ""for fun"". Shit is disgusting... I hope them niggers get the death penalty."
e7be8eb5-a397-442c-8a8b-35e9c7b7317b,@The_Ghrost I could.
f23ee778-bc66-47d1-967f-9d92f069b4c5,Closing clubs and bars before closing schools seems like a sensible policy position to me.
0febc022-0867-4152-800b-c897615e7860,unfollow spree cus i wanna have a skinny ratio sorry but if i accidentally followed a jdg stan ur one of the first ones to go
260bd3d3-fc00-49e8-b9bc-a0b1e1423a0e,"Luca, I've been bullied through my whole life. School in particular was hell. Its so easy to let them get you down, but try and ignore them. I had one bully who was so awful at school that i ended up punching him on the nose.....but i wouldnt recommend that! You'll be okay"
c020094d-8e1e-4dc8-a889-efba8c1bc253,Do you believe that? Islamic conquest Do you see any unity or strength in Muslim countries to give that any credibility in the 1st place? It's a sad time for Christian's &amp; Muslims relations if this is allowed to be a wedge Please try ignore idiots that fuel this nonsense
d2565ca5-9ba5-4410-a2d0-647bcbd7f8f9,Cant believe they bullied rebecca black out of school!! she is only human she doesn't deserve hate!! :| leave the poor girl alone!
325d53c5-5061-428f-b49a-638ba708b861,"Don't worry sir ,We with you always...proud of you ...u are the first one in the world who is raise your voice against the Islamic terrorism...The Real Hero if my life Mr prisident Trump."
054b788b-668f-4745-a350-1a7ac082325e,not even sure he understands what he just rambles about. everyone has a right to their own opinion. myself as a Christian woman feels he has disrespected the presidential office more than all the others &amp; their scandals combined.
a3d82e70-7910-4502-ada8-2a327338176b,Sometimes I feel like Olivia Pope.
2c76d149-6e2c-43f4-af61-45910629f6ee,"“@embracelunacy: Suicide is not funny. Neither are rape jokes, gay jokes, or 'retarded' jokes. That shouldn't even have to be said.”"
98491725-26d4-414b-a406-1c07cd3dabd8,"When someone says ""Fucking Niggers"" is class. Seriously go fuck yourself. Dumb hick."
0fcc5676-ee47-4532-827b-e22439dbad55,#ArnabExposesSonia #Secular_Terrorists_Killed_Sadhus #ISupportArnavGoswami #ISupportArnab #WeSupportArnab #WeSupportArnabGoswami #Congress_Mukt_Bharat #Jihadi_Jihad_Mukt_Bharat #Communists_Mukt_Bharat If Hindus-Humanity want to SURVIVE&gt; Cremate SECULARISM MINORITISM+ ASAP
51c370c7-7c99-4355-ad64-25197ca2f779,"The thing is @greggutfeld Radical Christian Good Sleep Providers support heads; they don’t remove them. To become an Austere Religious Scholar you must first set others on fire--with matches, not preaching. Eh, @washingtonpost?"
d8d97939-27c4-4c1f-8250-326399509a5c,"You not the only one, a lot of women have to work ( very hard ) up to 3 jobs , weekends, holidays also. Take care children, parents, being harassed at work, bullied and we keep our head up high and going! Stop the tears little poor rich girl!!!!!!!"
8fcf4c80-60cd-42e9-b2b3-ad173a30c962,a girl that bullied me in high school invited me to like her photography page on facebook omfggg i didn’t think this actually happened to people
9c82063d-daeb-4f9f-a861-bb089055e353,wow..this is old as fuck..and ur dumb as fuck RT @I_BlowShitUp: @D_R_A_M_A__KING this u dumbass nigger http://twitpic.com/868pkr
0d4193f9-6166-4b60-b8ea-57605a56ab6e,Black porn is disgusting. If I wanted to watch two niggers fuck I’d go to the zoo.
9a2f20cf-7426-4654-95fd-4f0d50cbdb95,"suppose U didn’t see the hats &amp; T-shirt’s with ss. Rose colored glasses mate. But to be fair most racism is occurring by those behind the politicians, their writers and the organizations that fund them. The politicians are just puppets on a string"
e8df2dd3-dc22-49b0-86f1-dc84b1b0ccf7,"Flynn previously worked for the Obama Admin. The two were in opposing conflict re major National Security concerns, i.e. Islamic Terrorism, ISIS, Iran, China. Flynn planned to use his insider knowledge of the most corrupt admin in U.S. history to effect proper reform."
3b085a93-7fb1-404c-afb1-8ae2e3237df7,really? really? racism from other races just isn't enough? RT: @JayFrogs That's cause u high yellow u ain't colored lol
1c5a2d27-03a6-4f80-846c-e857c322c965,"Can I tell you a heartwarming story? A few years after I graduated high school, a girl who had bullied me by putting a severed pigs foot in the hood of my coat reached out and apologized in a lengthy email. She’d felt terrible for years and didn’t think I would forgive her"
a74898d9-d2bf-4c33-a5be-be76a13d3bb6,@Quinnae_Moon @KaitlynBurnell i want to believe it'll help irt law enforcement education... but not sure if it was worth it.
c759dcec-0c68-43e3-b568-243554d9d15c,"Wow I had this issue earlier today w/ another SWer bullying me Made me realize growing up being bullied to now, I been bullied more by other SWers because they are acting like they never grew out of that mean girl high school vibe. It doesnt have anything to do with me."
97d722b3-0eda-4030-b1b3-c059c4c067df,"I'm still bad at flirting with ladies. My game ends at ""how YOU doin'"""
afe4c24c-2bf6-4631-aecd-85b91dd6854d,U kno what!!!! Fuck club penguin i aint never play it.....!!!
0a48d343-f962-4b04-9ad2-d3c997038a57,Shame Katie and Nikki .. Kat - you're going down #mkr
fc5f9de8-7bdc-4252-b382-a0db1c74e132,Such a lovely Christian woman trying to pit the right against the left and create even more divisiveness. Just like the good Christian Trump is!
9d02c16f-1598-4232-81bb-51a648d40f53,"RT @tayyoung_: FUCK OBAMA, dumb ass nigger http://bit.ly/M71NtB @youtube"
f66a10d3-5307-47eb-b7ad-a74121d14602,the last one but i know ur first name? so then would it be 100??
d0d7fb73-bb61-40af-94ec-13183e9d3007,What a joke You belong to a religion which introduced Terrorism to the whole world.... And you pointing fingers at others.. Looks at the mirror... U will see a potential terrorist in it. Whole world is suffering from Islamic terrorism... Needless to say who is animal..
dd0d4151-244a-4633-a7e1-817656b53b76,"@dcstarkey yeah, I've seen them cheapish on amazon, but shipping is spendy and the clips slide."
c208473d-293b-4e48-a401-e4976e7795d4,Shit Wild smh RT @MikeSimsWalker: RT @SamJags: @MikeSimsWalker FUCK YOU DUMB NIGGER!!!! JAGS SUCK FUCK YOU!!!!!&lt;Wow!
b08951fb-40e6-4638-bd1e-75fd69504505,"What an idiot ... ""Trump Completes Repeal of Online Privacy Protections From Obama Era"" #technews #trump #stupid https://t.co/zMHJ7pJ8BR"
defea655-4244-412f-a85c-44be2093da36,"@manimeister15 No, I meant...can you explain why telling a person you are arguing w/ they cannot get laid is wrong."
b0098e9c-cd52-44fb-a0f2-e9b2c62e83ab,"Is a rape joke different than calling someone gay? Yes. Different than calling a woman a slut? Yes. You're not a victim, AW."
712b7fe9-2f24-41ba-b89d-60897803f934,Look at this beautiful Gamergate takedown http://t.co/JL7kO2FNeR
d9f2f62f-8bd9-4d8c-9319-a768a57403cb,RT @goodfoodAU: A restaurant AND a cookbook for #mykitchenrules twins Helena and Vikki. #mkr http://t.co/jopkwkiYqH
0c7bf127-7f82-4420-9f5d-cdf3a453db18,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime I don't care about an idiot with an absurd opinion.
d9cf7132-b1ca-482f-b3c3-394fc7675157,@YouSoFancy oh MAN!! Not sure it gets better than Timbaland.
05573265-e986-4ccf-829f-dd28194f6d51,The Bully at Work: What You Can Do to Stop the Hurt and Reclaim Your Dignity on the Job http://dlvr.it/bn8wZ
01f00336-4515-4dbc-8576-d0ddbd5a2adc,@harmlesstree2 Here 11 https://t.co/xWJzpSodGj
d04f83bd-bf09-41ad-8aa1-574722fcf9e5,"RT @BastardKeith: Over $100,000 has been raised for Darren Wilson. But man, why must liberals bring RACE into this?! It's about...oh. http:…"
91e998c0-1fce-490d-b0d9-6aea34ace245,Some people need to get off the computer and get a life and stop bullying people!!!
bb0604a1-76f5-4a0c-ab5a-9be1c148fa90,@Palestine_UN @isra_jourisra They were connected to the Muslim Brotherhood.
a4b84098-6819-45fe-8650-6466d2d3fcb5,"@miltonn eu uso a minha beeem assim, e ainda tem gente que me chama de Restart, Bullying."
192c0d5b-6f81-47a7-802d-016da8e0e1d1,@JoRitson Do humanity a favor and jump in a hole and pull the dirt in over you.
4f548ce6-efd4-44b6-aa88-c479ac9f9a9e,RT @curdistani: Kurdish forcec #YPG and allies cleansed Qaraqawzaq bridge area from ISIS terrorists #TwitterKurds #Kobane
111c2098-990c-44c0-95a1-0bf70789b6cf,@sheeeneee That's goooood! Call me tmr baby. I'm not going school so wake me up before you leave okay.
88cef44e-e2a5-4b69-a5b2-66e8c7e5f69d,Thanks today! Successful nge-Bully-nya haha @sarahmuharani @andienpp @ViviOlvita jg @sheryol
41aff8c2-9d4d-427a-a517-0a153bed65b4,"What happened to all those friends in that car with her?“@eonline: Rebecca Black Drops Out of School, Blames Bullying http://t.co/kbAWtYv”"
9d0fcb09-c813-4d2e-8696-e1370b0e80c9,"@luan_conta bullying mesmo foi você falando que parecia que a menina tava num ensaio, nao cantando pro show o:"
0991a363-64cb-40f5-83c1-3fee8e0e70e9,Portland IKEA: now with birds!
8c91da9b-66a1-47e5-b068-89ca620578a6,@jaymgates on behalf of engineers I'm offend- okay no I'm not.
9868d0f2-642b-4e2c-8fde-3dbcc43152de,@MelBiebs69 @haroonstyles @halalflaws @greenlinerzjm @biebervalue Come on. Let's do it one verse at a time. Everybody verify what it says.
b517aa8a-4d9e-411c-9760-45d5d06a1708,So apparently the saloon bar in msp decided to steal my jacket because I'm dating @DuncanBlackXXX .. Real
b348264a-5b4a-4a52-b595-f19724bd778e,Being a feminist can be so incredibly fucking lonely offline.
fcc5ad10-4d08-4c8f-a9ca-0c0a9eeb8581,RT @ohmyloz: De-constructed is code word for 'fell on the floor' right? #MKR
6bdf3bbe-b53b-41e3-9701-a6b5fdddac3b,Someone posted this on facebook in response to that woman tweeting at me earlier today. ^.^ http://t.co/bY9wkRELYO
d13f058b-5a01-4b65-9c0b-317eacdaa58b,"RT @ikralla: Khadgar, you're so sassy. http://t.co/H1zs9V2wl4"
7b2bcb20-65bd-4bd0-8233-507febc46c6a,"take that Kat &amp; Andre, scum of the earth LOL #mkr. I just can't with them... #mykitchenrules."
8dead79c-61eb-41cc-b8f6-0a96ad4e99c8,Dare I say it? Had fun hanging out with a friend from the IGDA in a non-IGDA capacity. So very collusion. How ethics. Much wow.
ff073e5d-b934-4166-9480-b8bc7b136cd9,Uncooked egg....😷 vomit
08c95e4f-ea53-4634-acca-6342083a6070,Surely we are being Punked #MKR
62042cc6-fd54-4c92-bbdb-b079809c304c,@HeartNielkys_ me too im soooo over this semester I cant wait to finish
1662a67c-91a2-47df-a72b-2f0de93ac3fc,#mkr the way kat looks at Annie is like she's stearing into her soul it's just creepy
8d08422e-0aea-4d57-8cad-dff6e5618693,Retail News: Bad call: Telstra accused of bullying http://goo.gl/fb/cKweg
7a12a413-b68d-4fa4-9600-e74adac6ebdc,if you don't know about the old old old school songs something is wrong.
7e4c1a69-6700-402f-bcd8-5c2551e3b280,RT @Msloulou77: These people are seriously deluded to think they have any 'future in food' beyond eating it. #MKR
f003408d-8aa2-42a4-a18b-79afde7de16c,Something is going on :O :O
07186cd3-eb70-4aae-a779-e1a3c98a19df,Life not worth living without family
5d364bba-f71b-4c01-b556-546f980d68d5,Niggahs Just Became Gotti Fans On The 6th One 😒
aa65ab43-6130-45ce-bbb0-f940c92baa12,Can men please stop shooting people for a goddamn second?
ce72a9e4-b007-4221-a5a7-4a6ca7bc5ef4,@RyanGebble Yeah male Shepard is just so DIFFERENT and INTERESTING like all the other white male protags in every game ever
b7374018-6e48-4b42-bbac-279569353ae4,@tarkasteve awww. I felt scattered as heck. I need sleep :P
f009dbe6-c171-496e-a887-2ce87e21d6aa,"GamerGate is trying to do damage control, hard. I don't think they realize that there's nothing left for them to salvage."
13576c11-9ae7-402e-986e-adc6501bdf60,I want to try a old-fashioned. Maybe it'll become my drink of choice. #classyandfabulous
8f5a079e-3640-4403-93d5-dda44e42e9e1,@jwinno #AskJosh Can you tweet me so I can fangirl in the middle of class? &lt;33 Love you.
5e09c0a7-3521-4b80-b48d-94f0fe13d304,"I just can't get over how wadhwa wouldn't believe that woman was a dev because on Twitter, you can ""be anybody"""
d41d413e-0315-4a21-8093-195199f1c5a3,Omg Stewart has a long middle finger!! Lol!!
89c989ff-6179-4da6-89e3-aa60f958f0f5,"RT @JamilahLemieux: Today's news will assert that a crazy, White outlier attempted to bomb an NAACP office, and that Islam carried out a te…"
bc6d9b28-76d3-4cc8-b2fa-07bf28b5dcfe,Kat and Andre are honestly the most annoying spiteful just irritating muppets I have ever seen They won't go home but fuck I hate them #MKR
fea448ce-bc80-4a32-84ff-797decfd9e61,Spanish class was bomedy in high school lol
ed04f9c9-c33c-4cd3-96f5-d748a60bc5ff,*everyone acts surprised*
32461f0c-be97-48d7-a90f-557588402ea6,"My nose is runny, I lost my hair tie, I have a midterm due at midnight, and my eye is twitching. #notokay #getthroughit #noooo #collegeprobs"
eb781d82-368f-40df-93b5-d1375e18c97d,@jsimmonsdubcity YOU ALREADY KNOW !! IM GOOD ALIVE AND WELL HOWS THE FAM?
778cd57a-6048-4d46-a64b-c5d9072c8d1d,@MaryForbes14 @arrowsmithwoman @marieharf Where does that info come from?
c6c69d01-0744-4435-bd96-62e83de36a0f,@MoneyyTalkz huh
3f9f18d4-f6b0-42aa-9d18-9f6156f23732,K! Now I see why coaches get mad when the players go out late at night. #Exhausted
eb995fea-dcc4-49d8-94bd-5bf518fb7ec5,@ottomanland @loveconcursall Brilliant how the English spy and t Israelis got Erdogan to let all those terrorists into Syria through Turkey
c4f4b1a2-ea2f-460f-a98a-cb34a87b272d,"@hassanfarias O problema é que hoje em dia as pessoas confundem crítica, ou simplesmente falar a verdade, com bullying, aí fica difícil."
739493e6-f3e2-435b-82a7-8a800e28901d,Prob not breakfasting the Paleo diet Pete but it's right up there with Pizza in my breakfast book! #MKR
e38b4c9c-94a8-4cf4-baf2-90f0d25b00c4,i was borned with_______
bf3d8937-bde3-4ef3-90b3-fe970cdff7ed,"Make ha succ my din'iccc til deh bitch hiccup , &amp; when she call my phi'none ionn even PICCUP !"
0a7160bb-be94-4d75-8af1-3d0f10a0f1e6,"@freebsdgirl s/udent, j/udent, lawyer, j/"
e4c8635b-a3d6-4d72-9ec5-20fc4a8017d9,@onwardedge @rrubick thanks Kevin..I do love football and especially high school where it means so much to them
19d20d7c-46b9-45f8-a1a4-aea870ecca04,Who would be the Pretty little liars on AU campus!!! #interesting
b09c525a-296a-4a39-91de-1554bbc30c27,Oh that was a typo guys. For dessert you get SorbeNt. You'll need it after the spatchcock #mkr
59c1e32c-dc61-422a-8a61-8ac79d063ff9,@purposelyflawed http://t.co/P6KTLT0XBZ
2c7969f8-e028-47e1-971a-89c9027377ef,@adnanifares There were no chemical missles fired. The Pesh hit ISIS chemical weapons with their rockets.
1b334d8e-4547-4b72-8665-a7b6aa547c5a,"@SFtheWolf @max2000warlord people confuse empathy with being scared, and that says more about them than anything."
611f1697-afce-4c28-9d0e-d0ff5fff60fe,@LynnMagic let this be the start of a new trend. Selfie with random boobpillow.
5983f356-16dd-460c-be6b-393ee158524a,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 Conspiracy garbage.
84bbbeb9-3f39-4831-be73-4ff78c9cf122,Without a struggle when is there ever victory?
b6b3902d-b6f7-4d4a-9426-e854905098e2,#MKR”
8086246d-d901-4d59-80b4-62f6033355d0,I cleaned my room now im doin my motherly duties
86ad228a-0c9d-42ec-ad25-7dfdf4841cc9,@UnitePink my apt complex turns away all packages ❤️
c2cf4c39-c562-4376-82f5-58b83ff53cf3,"RT @ThatSabineGirl: Cis people: If you support trans ppl, do NOT watch #TheDanishGirl. And especially, don't watch it then act like you kno…"
36a396f0-3772-480d-b608-f6d4a69e8af8,Turned the tele off. How did tinyteeth and spindle do in #MKR #MKR2015  ?
2a4dd993-5aab-4ec0-82d7-d4f4b7d83262,Fourth Circuit Court Upholds School Discipline Of Student For Internet Bullying http://ht.ly/670ev #bullying #sm #schools
3e3a24b3-80bb-4f04-b624-6ba3567684a3,I would say Josh take your top off...but I feel like we'd be underwhelmed #mkr #wherearethehotmen
25d1fd49-5ab1-4aa1-b4c9-b34a3a4fbb8f,@CoralineAda i like you.
acd8785c-7ea7-4bfa-b2c1-d9a94eae95a1,"How could you just walk away from the person that at one time, you wanted to be with forever.?"
54489e6c-2acb-47eb-a442-82040387b49d,"nossa mano, a erika num sabe me dar oi normal como todas as pessoas, ela tem que me bater .. isso é bullying ta dona"
a1521e6a-8ab3-4349-bb4f-bf10c529f99c,This yogurt made my morningg :)
cb28e81e-b145-4d52-8cba-8fde55f697a7,@iL0laH3art friggin me up since last night so she better answer wen I call
90c6ce34-9c40-458b-bd70-b33894a703d0,"Oh yeah, car? well, ur face has no traction."
66f9f0bf-9616-4064-8fbf-9e7c35eef1e9,RT @LynneMcGranger: #MKR ooooooh C'mon #blondebutchers ! Livers crossed!! :)
69928db1-fa7f-4682-a79d-730e5da57499,RT @fredwimpy: Hollywood Moron of the Day #tcot #2A LIAM NEESON ON PARIS ATTACK: US GUN OWNERSHIP ‘A [BLEEPING] DISGRACE’ http://t.co/iZtgY…
9a919496-e0dc-4096-85d7-8049261adeb1,Hanging out outside the Marriott marquis across from GDC. Come say hi. :P
cf140819-fb59-45bc-9388-cba1a5d84ed1,RT @gerfingerpoken: Americans Prefer #AmericanSniper Over Obama Empty Chair http://t.co/p3ByZARaG4 … #IBDeditorials via @IBDinvestors - htt…
4b36439a-73e3-4aa9-8a60-a42b5094437a,"@El_Universal_Mx en cuanto le sigan dando propaganda en las novelas, revistas, radios y películas, nunca se erradicará #bullying"
