uuid,events
e5265058-0f1f-4414-9e38-561c90a746a6,"[""score"", ""sending-off"", ""sending-off"", ""sending-off"", ""foul""]"
6936b317-52fb-4e3b-aa83-7b3005b5a90d,"[""caution"", ""foul"", ""foul"", ""substitution"", ""score"", ""score""]"
a8d927f0-7844-4c31-a725-0dd9765597a2,"[""score"", ""substitution"", ""caution"", ""sending-off""]"
db245022-a11d-48a5-918f-99d10a7cd394,"[""score"", ""sending-off"", ""caution"", ""sending-off"", ""substitution"", ""foul""]"
35c17ce0-d158-4fdc-87b9-0d9d6b3f7f64,"[""sending-off"", ""foul"", ""score"", ""sending-off"", ""substitution"", ""sending-off""]"
28a44ba3-4875-4769-b64d-6970f7a49a63,"[""sending-off"", ""score"", ""sending-off"", ""foul"", ""sending-off"", ""substitution""]"
ad10a8e1-076e-4c52-a59d-b20071985737,"[""score"", ""sending-off"", ""substitution"", ""score""]"
ddd22dde-921c-475d-b330-fa13384d6ec9,"[""substitution"", ""foul"", ""substitution""]"
d0fd814b-468e-441a-ab5c-88b23b89198a,"[""sending-off"", ""substitution"", ""caution"", ""score""]"
0dd722bc-c857-4914-81af-0a1efe6d72e6,"[""caution"", ""foul"", ""score"", ""caution"", ""sending-off"", ""sending-off""]"
0143fc3a-33ce-4d10-b8ec-ee93a3de5827,"[""caution"", ""score"", ""sending-off"", ""sending-off"", ""foul""]"
cc943d03-dde7-4f8d-9ad6-abc169cd209f,"[""substitution"", ""sending-off"", ""caution"", ""caution"", ""substitution""]"
a6a52aae-74a3-4ff6-b1e1-6d8aa3f38ff1,"[""score"", ""caution"", ""caution"", ""foul"", ""substitution""]"
1579a987-1d1b-49f4-84c1-7f70091bed4b,"[""sending-off"", ""sending-off"", ""substitution""]"
0f9e6a81-d2e5-4810-a4cb-5189457e88df,"[""score"", ""foul"", ""foul""]"
acbea42b-3f3b-409d-9347-24646b306b27,"[""score"", ""score"", ""substitution"", ""caution""]"
64aeb653-9007-451d-a5d5-bb158efa1248,"[""score"", ""foul"", ""foul"", ""score""]"
1fe9e9e8-dc47-41c3-b1d0-27c85ffe91f1,"[""foul"", ""caution"", ""substitution"", ""sending-off""]"
248f1981-0c12-4736-adce-b6e7601715a2,"[""foul"", ""caution"", ""caution"", ""sending-off"", ""score""]"
3aa935b4-a083-4fc8-a3c0-28624ef9b910,"[""score"", ""sending-off"", ""score"", ""foul"", ""foul"", ""foul""]"
022ecddf-eeb3-4fe9-bd91-35920af7b38e,"[""substitution"", ""substitution"", ""foul"", ""caution""]"
403f2fa7-df3d-449f-8a34-66238bdab629,"[""caution"", ""foul"", ""caution"", ""foul""]"
342beb90-430c-4a13-91c1-e4a62fc23880,"[""sending-off"", ""caution"", ""score"", ""caution"", ""substitution""]"
02f10d29-b128-4c57-a2bf-5cbb534b530a,"[""sending-off"", ""score"", ""sending-off"", ""foul"", ""substitution"", ""sending-off""]"
beaa8b68-6b63-4ce9-bf0d-66a46e1a9fd1,"[""score"", ""substitution"", ""substitution"", ""substitution"", ""substitution"", ""caution""]"
49b18fcc-f4f2-4751-9199-2597a00c1e67,"[""score"", ""caution"", ""substitution"", ""foul"", ""foul"", ""score""]"
a6415f19-d046-43df-ac0f-a3067ba66637,"[""caution"", ""caution"", ""sending-off"", ""sending-off"", ""sending-off""]"
2b9611c1-7bfd-46db-8b66-92f9e0ab4136,"[""sending-off"", ""substitution"", ""score""]"
f936f6d4-d8ff-420f-a35c-3c33633ff00d,"[""foul"", ""sending-off"", ""caution"", ""foul"", ""foul""]"
6638209f-9194-4459-ab40-cf28d8ae8a81,"[""foul"", ""score"", ""caution"", ""foul""]"
87511bbd-0833-4ba9-b3bf-ac5fd60a7b8b,"[""substitution"", ""substitution"", ""sending-off"", ""caution"", ""substitution"", ""substitution""]"
b42cf4a9-f335-49bd-b86c-f0e6ee749a2b,"[""sending-off"", ""caution"", ""caution"", ""caution"", ""sending-off""]"
a25bd533-17f8-425d-a625-0c432b09b15d,"[""substitution"", ""foul"", ""substitution""]"
8841ab41-0701-47e2-8aae-d95f19dce726,"[""sending-off"", ""sending-off"", ""substitution"", ""sending-off"", ""caution""]"
286e122c-7f4e-4a8f-8415-a5c6153226bf,"[""foul"", ""foul"", ""score"", ""score"", ""score""]"
943a11dc-2566-4c6b-9559-2d5435887d7e,"[""score"", ""score"", ""foul"", ""caution""]"
239e6b4d-9408-4863-b355-a368706557d8,"[""caution"", ""substitution"", ""caution"", ""caution""]"
b1587304-50f2-4552-9b75-e6a0a10b683c,"[""caution"", ""sending-off"", ""substitution"", ""score""]"
8884263d-ddd7-4da2-8d1e-b6bba5a11b5a,"[""foul"", ""sending-off"", ""score"", ""foul"", ""substitution"", ""score""]"
5bb01c1e-de54-4953-99c3-4ba801e1a59c,"[""sending-off"", ""caution"", ""foul"", ""substitution"", ""caution""]"
565335d7-ba3b-419c-983d-0d65254d407b,"[""sending-off"", ""caution"", ""score""]"
3b4017c4-b88e-422c-b105-222ce8262bac,"[""score"", ""caution"", ""foul""]"
c12e4aec-a353-4a99-8d0f-3af5acef66f5,"[""score"", ""substitution"", ""caution"", ""foul"", ""caution""]"
e4dde454-9c11-4d93-a076-220224cda7bd,"[""caution"", ""sending-off"", ""caution"", ""foul"", ""substitution""]"
677d75e4-a298-4e43-8d77-412e51b94417,"[""sending-off"", ""score"", ""foul""]"
6dacc892-63d7-4e9b-b2f9-106f3f7aa21c,"[""foul"", ""foul"", ""score"", ""caution"", ""score"", ""sending-off""]"
ba205f3a-2d81-4f3b-81b2-332a3d128ff9,"[""sending-off"", ""substitution"", ""caution"", ""substitution""]"
5ef9fef3-608e-406e-8c1f-2a098a820d5e,"[""substitution"", ""foul"", ""caution""]"
098f8cda-0871-4c03-ad02-1a573ef2f71d,"[""sending-off"", ""caution"", ""substitution"", ""score"", ""caution""]"
bd5dd4bf-83f1-45ae-b65f-d5bb7d7181d9,"[""substitution"", ""score"", ""foul"", ""caution"", ""caution""]"
3ee0141c-8166-46e8-bbd1-42295370dcd1,"[""foul"", ""score"", ""substitution""]"
a7f6c085-b927-44c2-badc-95eecd05966a,"[""foul"", ""score"", ""caution"", ""foul""]"
545b0943-581b-4e40-a616-44d6eb60a51a,"[""score"", ""sending-off"", ""substitution"", ""foul"", ""caution"", ""substitution""]"
35464d59-edb1-484f-8b1f-cc3af2db9031,"[""foul"", ""substitution"", ""caution""]"
dbe9a696-1beb-45c2-b94e-10b0126f70f9,"[""substitution"", ""score"", ""substitution"", ""sending-off""]"
10174ac2-0acd-4fdd-9d68-bc36bb452469,"[""foul"", ""caution"", ""caution"", ""caution""]"
d00555a8-49e8-4c5d-ae09-0065835f4681,"[""sending-off"", ""substitution"", ""score"", ""caution"", ""score""]"
eefb498f-533f-4ae5-b3f9-19067967eaed,"[""caution"", ""sending-off"", ""caution"", ""sending-off"", ""score"", ""substitution""]"
88f19fee-bdf3-4021-9342-527c49ad05f8,"[""score"", ""substitution"", ""score"", ""score""]"
a4dc98ae-db60-4392-b731-00c96f22bd7c,"[""substitution"", ""foul"", ""foul"", ""score"", ""caution""]"
d0295503-b03f-4925-9155-78adfea1a836,"[""score"", ""score"", ""score""]"
4985abf3-5bfa-4b76-8ee8-082b78702950,"[""sending-off"", ""score"", ""sending-off"", ""score"", ""substitution""]"
299cbc9c-24ab-45fa-adba-bf83752cf94d,"[""score"", ""caution"", ""sending-off""]"
32247f0f-c75d-46a6-87bf-52e594216973,"[""score"", ""substitution"", ""score"", ""sending-off""]"
3549dceb-3607-438b-9a9d-edc00f415db4,"[""foul"", ""foul"", ""score"", ""score""]"
c103f0c3-e88d-4441-bbc2-52829964f2d8,"[""caution"", ""score"", ""score"", ""caution"", ""sending-off"", ""foul""]"
0a1219d6-0bc9-4f06-9c80-fe8959b32ee0,"[""caution"", ""caution"", ""sending-off"", ""substitution"", ""caution"", ""sending-off""]"
2831c755-f9de-452c-8074-41faffd045bc,"[""foul"", ""substitution"", ""substitution"", ""sending-off"", ""foul"", ""score""]"
75b608c9-20ef-48ce-a024-0e85e0b9cc2d,"[""caution"", ""score"", ""sending-off"", ""caution"", ""foul"", ""score""]"
7496f613-ef21-4d2f-b92e-9cde814909b6,"[""substitution"", ""foul"", ""sending-off""]"
f765535f-7322-472e-b83c-607dac265421,"[""substitution"", ""foul"", ""caution"", ""sending-off"", ""score""]"
f39e9823-6552-400b-8b7e-e8fe86b4b90f,"[""sending-off"", ""caution"", ""substitution""]"
befcc41c-7e90-4329-a711-e2db0c6ad7fc,"[""sending-off"", ""caution"", ""score""]"
8b9fcbeb-fd17-452b-99d7-d4e3e8d7155d,"[""sending-off"", ""sending-off"", ""substitution"", ""score"", ""substitution""]"
ebe64811-ba29-4223-be82-2cde49ce8f03,"[""substitution"", ""caution"", ""caution""]"
3c57be81-b6ca-4e6d-aebd-7f879bcd9e04,"[""foul"", ""sending-off"", ""substitution"", ""foul"", ""score""]"
7828dd67-1d07-4df6-a1c6-b88beb0454b0,"[""foul"", ""score"", ""score"", ""foul"", ""foul"", ""foul""]"
2a008188-4b02-407a-8682-150c7308933b,"[""foul"", ""substitution"", ""sending-off"", ""sending-off""]"
52aa80f6-e478-440e-a99d-a4ab4d36e616,"[""score"", ""foul"", ""sending-off"", ""score""]"
187e2a76-2fe7-4899-90b1-fadcc7d49d90,"[""substitution"", ""sending-off"", ""foul"", ""sending-off"", ""sending-off""]"
9627dcf5-96cd-4bb8-889a-47e325e36324,"[""caution"", ""sending-off"", ""foul"", ""foul"", ""sending-off"", ""score""]"
ab1ea14f-2d0b-45bc-a1ba-e778f00449fd,"[""caution"", ""substitution"", ""sending-off"", ""caution""]"
aa639f18-c205-47e0-80b5-1ff9577a9b8b,"[""caution"", ""substitution"", ""foul"", ""score"", ""substitution"", ""foul""]"
8310b4be-bf51-45e3-b354-961196899143,"[""foul"", ""foul"", ""foul"", ""sending-off""]"
9d8900a0-3c76-4252-a9a6-d0508f840ec0,"[""score"", ""substitution"", ""substitution""]"
81b01f67-19c4-44f7-9d53-627c90fab0e8,"[""caution"", ""substitution"", ""score""]"
e9224582-eff5-4467-8f3e-75e3bd7d69eb,"[""foul"", ""sending-off"", ""caution""]"
4d7ecb13-aeb8-47ae-b389-43ee1127668a,"[""sending-off"", ""sending-off"", ""caution""]"
7277e647-f505-4095-98a7-4a0df2477e79,"[""foul"", ""score"", ""sending-off"", ""foul""]"
578fb20d-96d7-493e-873c-a203787bb39e,"[""substitution"", ""score"", ""substitution"", ""foul"", ""sending-off""]"
38faff03-93da-4923-a1bd-5f5fd082f1b9,"[""substitution"", ""substitution"", ""substitution"", ""caution"", ""sending-off"", ""caution""]"
20492ece-b069-4ce3-b6bf-080e75e7f509,"[""sending-off"", ""foul"", ""foul"", ""sending-off"", ""foul""]"
0e169df9-3731-44d3-a940-60d398796171,"[""foul"", ""sending-off"", ""sending-off"", ""substitution"", ""sending-off"", ""sending-off""]"
d95dfd26-0864-45bb-a49c-f2640043d352,"[""foul"", ""caution"", ""foul"", ""score""]"
63aa6c01-f39f-4d0b-899a-ca80093a1324,"[""foul"", ""foul"", ""sending-off""]"
5a6821db-93dc-4759-be14-4c74c9d3b4ec,"[""score"", ""foul"", ""score"", ""caution""]"
46a5479e-7cc1-450a-aee7-eb9acc16b4d2,"[""score"", ""score"", ""foul"", ""foul"", ""foul"", ""sending-off""]"
8425fb0f-9512-4d03-a080-12cd6e09f7f0,"[""caution"", ""sending-off"", ""caution""]"
f910a71e-1b88-4d49-b1a1-1302fe70113c,"[""sending-off"", ""caution"", ""score"", ""caution"", ""sending-off"", ""caution""]"
40f7a8a5-4188-4cd4-baa6-d8a4267bc027,"[""score"", ""foul"", ""substitution"", ""substitution"", ""sending-off"", ""sending-off""]"
b16df865-9391-4969-9a99-cedcd1c5228b,"[""score"", ""caution"", ""sending-off"", ""score"", ""foul""]"
a0663151-2089-4945-bbdd-0488f5f77ffd,"[""score"", ""score"", ""score""]"
b4402274-7dba-437e-afa0-f8505df7b8dc,"[""sending-off"", ""score"", ""caution"", ""score""]"
1f28a4be-b683-4b2e-b42a-fa5a50e1e349,"[""caution"", ""substitution"", ""substitution"", ""foul"", ""score"", ""foul""]"
21179da3-3fe4-4b40-b752-f7aae7fae475,"[""caution"", ""substitution"", ""substitution"", ""caution"", ""substitution""]"
6debd6f4-e7b1-4781-af6e-99399166a767,"[""caution"", ""score"", ""score""]"
1630aa79-e219-4393-8529-d6b9913ccf58,"[""foul"", ""sending-off"", ""foul"", ""foul""]"
4966c8ee-1fba-4119-b7f5-0248bbd4524e,"[""substitution"", ""sending-off"", ""sending-off""]"
7c9c7335-2949-48d5-a908-53cb7fc85450,"[""caution"", ""caution"", ""sending-off"", ""caution"", ""substitution""]"
40609006-a514-45fe-8018-700332da323f,"[""caution"", ""foul"", ""sending-off"", ""substitution"", ""score"", ""substitution""]"
f0dade35-b1c4-49f3-bbcd-9846ce1a7bf0,"[""foul"", ""foul"", ""sending-off"", ""substitution"", ""substitution""]"
ad2a4d21-6b4c-41e7-b63e-53fe89787a42,"[""substitution"", ""caution"", ""score""]"
fd665d9b-12b8-4c7f-b9d3-8a26aed93e1c,"[""foul"", ""sending-off"", ""substitution"", ""sending-off""]"
91e98c23-ddf7-43be-abc0-04b4b37bcea2,"[""substitution"", ""foul"", ""score"", ""foul""]"
54bb7aed-b378-4f9b-b808-ad0c0e2be18a,"[""score"", ""foul"", ""score"", ""score"", ""sending-off""]"
49a3cd79-52a4-4995-8fba-eb36f4d3bac8,"[""foul"", ""substitution"", ""caution""]"
63708608-cb53-4491-b58b-ede09ca72324,"[""caution"", ""caution"", ""substitution""]"
a5230eac-8776-4a2c-9c38-70fe819462c1,"[""sending-off"", ""caution"", ""sending-off""]"
65be5cec-1feb-4582-9a0a-ecd88ca5f538,"[""substitution"", ""foul"", ""foul"", ""substitution"", ""sending-off"", ""foul""]"
1476e733-0d08-4844-b7d8-d299191f2038,"[""score"", ""foul"", ""foul"", ""score"", ""score"", ""foul""]"
bb306de4-1b3e-4e61-b8c9-10a6cad36813,"[""sending-off"", ""sending-off"", ""substitution"", ""caution"", ""substitution"", ""foul""]"
dd7c90ce-158e-4066-b595-ae1384bf0a45,"[""substitution"", ""sending-off"", ""sending-off"", ""substitution"", ""sending-off""]"
240621c9-7994-4572-9048-ecc302923c70,"[""foul"", ""foul"", ""sending-off""]"
7d3a0bd5-2b15-4dd4-8b1f-b23cb4ccd419,"[""sending-off"", ""score"", ""sending-off""]"
0736bb72-fbd5-4c24-a8d3-ae7bae64f0ff,"[""caution"", ""sending-off"", ""caution"", ""foul"", ""caution"", ""sending-off""]"
348dff29-0a6c-415f-b1de-42c191ddb8cd,"[""caution"", ""score"", ""caution"", ""sending-off""]"
aa3fc784-38c0-4acb-b479-2d70bafa70e0,"[""substitution"", ""sending-off"", ""caution"", ""substitution"", ""caution""]"
a7ca28d7-c433-426a-a07f-81e9ef734b5f,"[""caution"", ""sending-off"", ""sending-off"", ""sending-off""]"
46cb7c24-ce1b-4dab-a4d7-a9a493a8de5c,"[""sending-off"", ""substitution"", ""score"", ""caution"", ""foul"", ""sending-off""]"
c110ec48-5b5c-431f-864b-27a93a857c4f,"[""foul"", ""substitution"", ""substitution"", ""substitution"", ""sending-off"", ""foul""]"
1723a6cf-43c1-43b7-bd19-c8d87e0d3ce3,"[""caution"", ""foul"", ""score""]"
41a34305-cd23-42af-9584-5b804cf8bf23,"[""foul"", ""sending-off"", ""foul"", ""caution"", ""foul""]"
8f579f68-bde9-465e-85ad-9bad0786948c,"[""substitution"", ""substitution"", ""substitution"", ""foul"", ""caution"", ""sending-off""]"
8b1387a7-79ae-4b1c-a3c8-348ecb94c711,"[""substitution"", ""caution"", ""score"", ""sending-off"", ""foul"", ""foul""]"
162dba70-23a4-4938-8a4b-2bba7c10fe66,"[""score"", ""caution"", ""substitution"", ""substitution"", ""score""]"
6981f41e-e961-432b-9b8a-ade4413c9a18,"[""foul"", ""sending-off"", ""substitution"", ""score"", ""foul""]"
55891f84-589c-473d-b3f6-2aad72e153b3,"[""substitution"", ""score"", ""score"", ""foul"", ""caution"", ""sending-off""]"
0861e2c8-0176-45b2-a7ea-696b59ac4977,"[""foul"", ""substitution"", ""foul"", ""score"", ""score"", ""foul""]"
4e6e97a5-a8dd-4bb6-a9de-8691057a4121,"[""foul"", ""score"", ""substitution"", ""caution"", ""substitution""]"
aa17b707-2565-4bc4-b6f2-711e2b6fb9f8,"[""score"", ""substitution"", ""sending-off"", ""substitution"", ""caution""]"
7f31b1f9-293d-4aca-99ba-0724bb3cfa78,"[""score"", ""foul"", ""score"", ""sending-off"", ""sending-off"", ""score""]"
ac9ba878-fd39-4881-be33-190cde508592,"[""caution"", ""sending-off"", ""substitution"", ""caution""]"
a14c3158-293b-4ad3-8095-7867327fbcce,"[""foul"", ""sending-off"", ""sending-off"", ""sending-off"", ""substitution""]"
84dfc466-6d27-4f7e-bfdc-43e1a7144fae,"[""score"", ""sending-off"", ""caution""]"
a20171ba-6c43-40c2-bc04-1035b000ef8e,"[""foul"", ""score"", ""sending-off"", ""caution""]"
92a8bff8-2ae2-4b64-943d-2ddd4e1fb1af,"[""caution"", ""substitution"", ""score"", ""substitution"", ""substitution"", ""sending-off""]"
15e2f2fe-1f33-4c4a-a5c8-7841e78b53ac,"[""caution"", ""score"", ""sending-off"", ""foul""]"
0d04e29a-5bc7-4d3c-bd1d-475e7e0561c2,"[""score"", ""caution"", ""foul"", ""sending-off""]"
a16fc111-92a7-476a-8c63-6df3dd62ba8b,"[""score"", ""score"", ""foul"", ""score""]"
78ff1d7b-3fd8-4781-bc04-057a1d43617a,"[""caution"", ""caution"", ""score"", ""substitution"", ""sending-off""]"
0ecf47a5-5899-492e-b50b-22b03aedba9b,"[""sending-off"", ""sending-off"", ""substitution"", ""substitution""]"
c9469dee-b0fe-4726-97a2-65c1a0075ff2,"[""substitution"", ""caution"", ""score""]"
6a92c74b-5a9e-4467-b433-f59c1c5a8093,"[""substitution"", ""score"", ""sending-off""]"
f18c8b75-40ed-4300-98af-fe94f5dfd066,"[""sending-off"", ""substitution"", ""caution"", ""foul"", ""caution"", ""foul""]"
fff5cb4f-a504-4be2-835e-824811de1cef,"[""caution"", ""caution"", ""sending-off"", ""sending-off"", ""caution"", ""substitution""]"
432d84bb-700a-461c-8d95-d91b7e361770,"[""caution"", ""sending-off"", ""score"", ""sending-off""]"
ad1f470d-35c0-4d93-a5cc-681656d6c195,"[""foul"", ""sending-off"", ""score"", ""substitution"", ""foul""]"
0023aadb-1434-4b59-9e16-c33105fb271a,"[""caution"", ""foul"", ""sending-off"", ""foul"", ""substitution"", ""caution""]"
f913a611-bae0-4891-b4c1-8ebe5f31e821,"[""score"", ""caution"", ""caution"", ""caution""]"
0ceb3ce0-a3fd-4d7a-b126-09326572981f,"[""foul"", ""caution"", ""foul"", ""foul"", ""caution"", ""sending-off""]"
e9a2da2d-49f6-4141-86fa-8e6ba4b759f3,"[""caution"", ""score"", ""foul"", ""sending-off"", ""sending-off""]"
df5d3052-f8c9-46f9-9f2f-9f373a693322,"[""caution"", ""score"", ""sending-off"", ""score"", ""caution"", ""foul""]"
703c1b1d-f17e-4e7b-be85-9d6de66dd730,"[""score"", ""substitution"", ""foul"", ""substitution""]"
56d5fabf-b34b-4c9b-a289-db59bf7ea492,"[""sending-off"", ""foul"", ""sending-off"", ""score"", ""substitution"", ""substitution""]"
61a5674d-0791-4bcc-b78e-d51ceaa29a80,"[""score"", ""caution"", ""score"", ""substitution"", ""substitution""]"
895c3998-9745-4199-b20e-4695f115748d,"[""caution"", ""substitution"", ""caution"", ""score"", ""score""]"
3c95d57f-333a-4037-9285-98a94ef4edcb,"[""sending-off"", ""foul"", ""substitution""]"
3cd7fa6f-a570-42be-89df-1f81556959bb,"[""substitution"", ""caution"", ""foul"", ""sending-off"", ""sending-off""]"
21a40c1e-104c-4281-934a-c323d6a0252b,"[""caution"", ""sending-off"", ""foul"", ""caution"", ""foul""]"
0119790c-4aa3-4f9a-a81e-111d1ffbb62a,"[""score"", ""foul"", ""foul""]"
bfa2528d-740b-4011-9f11-df1f94f8782d,"[""caution"", ""sending-off"", ""substitution""]"
6b1d6070-b285-45a2-88ad-5e0fce25b1e9,"[""substitution"", ""score"", ""score""]"
202d21b3-4f56-4aeb-834f-fe252eae7bfb,"[""caution"", ""score"", ""caution"", ""caution""]"
2e1e3ab1-df5a-4ffd-a2a8-35d3e6176002,"[""foul"", ""substitution"", ""sending-off""]"
71c30b80-cf14-4d80-9830-f0eb7b3626f3,"[""foul"", ""substitution"", ""sending-off"", ""sending-off"", ""foul"", ""caution""]"
f09ba137-dafc-4ae0-9021-8ca30d8d278e,"[""score"", ""caution"", ""substitution"", ""score"", ""foul"", ""score""]"
fa7724a8-0750-4e37-b8eb-8ff9367ea9fe,"[""sending-off"", ""caution"", ""caution""]"
e3321856-91fb-4b66-8519-410558e8c306,"[""score"", ""caution"", ""foul"", ""score"", ""foul"", ""substitution""]"
4563f7ef-6052-47b2-8ab1-2498c8a7e99b,"[""score"", ""score"", ""substitution""]"
15bdb560-1d78-446d-ac50-ddb72a4006c8,"[""score"", ""foul"", ""sending-off"", ""caution""]"
a42019d1-3c9c-4c0e-848c-4c2d2a539826,"[""score"", ""score"", ""sending-off""]"
38c025c3-d5e6-4845-bd01-d874b71b2db9,"[""score"", ""caution"", ""foul"", ""substitution"", ""score""]"
e3fd9f62-24b3-4dcb-8870-76ad185f256d,"[""sending-off"", ""sending-off"", ""caution"", ""caution""]"
bc287f6c-6311-4e35-82c5-25f899e1a1f1,"[""sending-off"", ""caution"", ""score"", ""sending-off""]"
db337fb4-6936-472c-80fd-adb53069c17d,"[""score"", ""foul"", ""substitution"", ""substitution""]"
18761c8c-57d5-4831-b103-6c54871e3c73,"[""caution"", ""sending-off"", ""substitution"", ""sending-off"", ""foul"", ""foul""]"
7149369d-a2d3-4d7e-8b09-1a449a193c56,"[""caution"", ""score"", ""score""]"
7af687ff-4131-49d2-a8d6-9a26a7327079,"[""foul"", ""score"", ""score""]"
e33228eb-8215-4fc8-a8f4-cd1b8f62767b,"[""foul"", ""substitution"", ""foul""]"
0c27a646-74d1-444a-a910-84d6a1d0097f,"[""caution"", ""substitution"", ""sending-off""]"
a018b6ca-29ca-470b-a2fb-677cae62f451,"[""score"", ""sending-off"", ""score"", ""sending-off""]"
4189eedb-a80b-43c8-94d6-66981550520c,"[""substitution"", ""foul"", ""substitution"", ""foul""]"
2c8e1529-361c-41a5-a7d7-e001d360f8c8,"[""foul"", ""foul"", ""score"", ""foul"", ""sending-off"", ""score""]"
2828ffa5-6717-4c77-8cb5-8248477e9b65,"[""substitution"", ""substitution"", ""score"", ""sending-off""]"
36a69e8a-e519-4508-8e65-1a979b3a24ce,"[""sending-off"", ""substitution"", ""foul"", ""caution"", ""caution"", ""foul""]"
29931abb-6ded-4094-a477-91b6c0040d18,"[""foul"", ""score"", ""score"", ""foul"", ""sending-off""]"
5637be71-9383-4fd6-9289-dfdaa1b0af30,"[""substitution"", ""sending-off"", ""substitution""]"
05c85200-2e37-4310-9316-206475b56775,"[""score"", ""caution"", ""substitution"", ""score""]"
6e5a1643-86c0-4b84-9ad6-dbfd3418cd43,"[""substitution"", ""caution"", ""score"", ""substitution"", ""caution"", ""score""]"
1e50330a-e2c2-4152-88cb-f54e1b189b3b,"[""sending-off"", ""substitution"", ""score"", ""score""]"
39aa7cc8-ae48-4d5e-87cf-c80b3345fa61,"[""caution"", ""score"", ""caution"", ""caution"", ""score"", ""foul""]"
65f183ca-c0b7-4121-b180-411767b9a471,"[""score"", ""substitution"", ""substitution""]"
1b762aeb-e2b7-4cd5-b978-6cb51f9f4a40,"[""caution"", ""caution"", ""score"", ""score""]"
4b0d0c28-5972-4d77-b807-b71f6222f64d,"[""sending-off"", ""substitution"", ""score"", ""substitution"", ""caution""]"
61431ded-1b6e-4e99-8e85-846efbc72e48,"[""substitution"", ""score"", ""score"", ""foul"", ""sending-off"", ""foul""]"
ce7ea03d-c54a-4373-bd28-d92d1f57d5ad,"[""caution"", ""caution"", ""score""]"
9569e0d9-ffc5-44e7-be12-27c81b94592f,"[""caution"", ""substitution"", ""foul"", ""substitution"", ""score"", ""sending-off""]"
815b7781-a0f7-4c93-bfc6-074453374cbd,"[""caution"", ""score"", ""score""]"
6c744b71-4a69-405c-a5d9-3e4a1a33f232,"[""score"", ""caution"", ""foul""]"
46c6f6c0-909e-429b-ad0c-ea71603bb377,"[""sending-off"", ""score"", ""caution"", ""substitution"", ""foul"", ""substitution""]"
b6419521-df09-4053-8b83-5c892c683874,"[""score"", ""score"", ""score"", ""foul"", ""caution"", ""caution""]"
d820ed55-5bb9-4cc2-b957-ef0d013bfcd0,"[""score"", ""foul"", ""foul"", ""score"", ""score""]"
697b6c30-e129-47ec-bafe-cfa89e7bf59f,"[""sending-off"", ""substitution"", ""score""]"
f4981da7-7e40-44fc-986d-375f30296bcc,"[""caution"", ""score"", ""caution"", ""score"", ""sending-off""]"
12ff117c-9766-46a9-aed0-537cde672d95,"[""score"", ""caution"", ""foul"", ""foul"", ""score""]"
ba8e9387-413a-4caa-88de-2a601a656717,"[""sending-off"", ""substitution"", ""score"", ""score""]"
9ec36e27-1c94-404c-8473-101c67a2e2cf,"[""caution"", ""score"", ""foul"", ""sending-off"", ""substitution"", ""foul""]"
6ecc5524-7af7-44a4-88da-a42e5e41a8b1,"[""score"", ""foul"", ""caution""]"
7d32eec9-a173-4f61-a3bd-3487fcbcce4e,"[""foul"", ""foul"", ""score"", ""sending-off"", ""caution"", ""substitution""]"
7890b3f4-c64a-49a0-91cd-3a73b6b8c1ff,"[""sending-off"", ""caution"", ""substitution"", ""score"", ""substitution""]"
31e325e8-4213-4fd2-88ad-0797eb7dde27,"[""caution"", ""caution"", ""sending-off"", ""score"", ""foul""]"
f4cda2ea-d063-48cb-a64b-c53729a46c40,"[""sending-off"", ""score"", ""foul"", ""foul"", ""foul""]"
6f2b0e2d-2afc-47df-af73-3722f2fc1302,"[""score"", ""foul"", ""substitution"", ""substitution"", ""sending-off""]"
67d21007-f663-4072-af80-e7076764bc1d,"[""caution"", ""substitution"", ""caution"", ""score""]"
fcdeb020-dd1e-4dba-96b5-03a03594b486,"[""sending-off"", ""foul"", ""foul"", ""substitution"", ""caution""]"
9f6da910-d442-4886-9fff-d4b66f736795,"[""score"", ""foul"", ""sending-off""]"
75e91276-e640-4426-abf3-7860f7d29b76,"[""substitution"", ""caution"", ""caution"", ""sending-off"", ""foul"", ""score""]"
3a5567fa-89fb-489c-9dea-26553b42f32f,"[""sending-off"", ""sending-off"", ""substitution"", ""caution"", ""score""]"
aa102eb8-bd35-4ac6-b5dc-e6c6f06ba835,"[""sending-off"", ""caution"", ""sending-off"", ""sending-off"", ""substitution"", ""foul""]"
c201f662-8af7-461e-bac6-cbbf39b52481,"[""caution"", ""sending-off"", ""substitution"", ""score""]"
6fab563f-afd5-4d85-a29d-68bdaf7c86f1,"[""score"", ""foul"", ""foul""]"
93dc9dcc-1381-45ad-a654-55a39e99261c,"[""sending-off"", ""substitution"", ""caution""]"
5dda080e-457e-4f8f-a47c-003e954875b4,"[""caution"", ""foul"", ""score"", ""foul"", ""caution"", ""substitution""]"
1c796ac6-6e99-4e47-8f84-9fc6775d181c,"[""substitution"", ""substitution"", ""substitution""]"
4810251b-0723-49a3-b0bc-aa9ba3f2fb4d,"[""caution"", ""score"", ""sending-off""]"
8b55b4c8-b131-46dc-9f9d-133947d376de,"[""sending-off"", ""substitution"", ""substitution"", ""sending-off"", ""score""]"
b19f4ebb-8393-4020-a6f2-8000ee6fd97a,"[""score"", ""sending-off"", ""sending-off"", ""caution""]"
